20170408,1720,5160200,45,326,197,0,27,7,0,0,0,0,0,0,0,0,18,0,151,0,0,0,0,0,0,0,0,26,0,801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170409,1724,5171400,53,5,4,0,32,5,0,0,0,0,0,0,0,0,22,0,185,0,0,0,0,0,0,0,0,30,0,924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170410,1726,5178400,58,240,237,0,34,8,0,0,0,0,0,0,0,0,24,0,202,0,0,0,0,0,0,0,0,34,0,1047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170411,1729,5186800,64,68,37,0,37,8,0,0,0,0,0,0,0,0,27,0,227,0,0,0,0,0,0,0,0,36,0,1109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170412,1733,5199400,73,66,1,0,43,8,0,0,0,0,0,0,0,0,31,0,260,0,0,0,0,0,0,0,0,42,0,1294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170413,1736,5209200,80,32,16,0,46,7,0,0,0,0,0,0,0,0,34,0,286,0,0,0,0,0,0,0,0,44,0,1355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170414,1740,5220400,88,214,192,1202133,51,11,0,0,0,0,0,0,0,0,37,0,311,0,0,0,0,0,0,0,0,50,0,1540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170415,1742,5226000,92,201,61,1202133,53,11,0,0,0,0,0,0,0,0,40,0,336,0,0,0,0,0,0,0,0,52,0,1602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170416,1746,5238600,101,62,15,1202133,57,11,0,0,0,0,0,0,0,0,43,0,361,0,0,0,0,0,0,0,0,58,0,1786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170417,1750,5249800,109,135,93,1202133,63,11,0,0,0,0,0,0,0,0,46,0,386,0,0,0,0,0,0,0,0,62,0,1910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170418,1752,5256800,114,116,62,1202133,65,13,0,0,0,0,0,0,0,0,49,0,412,0,0,0,0,0,0,0,0,64,0,1971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170419,1756,5269400,123,49,25,1202133,70,13,0,0,0,0,0,0,0,0,52,0,437,0,0,0,0,0,0,0,0,70,0,2156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170420,1759,5277800,129,178,67,1202133,73,13,0,0,0,0,0,0,0,0,55,0,462,0,0,0,0,0,0,0,0,74,0,2279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170421,1762,5284800,134,185,104,1202133,77,12,0,0,0,0,0,0,0,0,57,0,479,0,0,0,0,0,0,0,0,76,0,2341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170422,1765,5294600,141,167,85,1202133,81,13,0,0,0,0,0,0,0,0,61,0,512,0,0,0,0,0,0,0,0,80,0,2464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170423,1768,5304400,148,1,0,1202133,85,14,0,0,0,0,0,0,0,0,64,0,538,0,0,0,0,0,0,0,0,84,0,2587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170424,1773,5318400,158,186,59,0,92,14,0,0,0,0,0,0,0,0,66,0,554,0,0,0,0,0,0,0,0,90,0,2772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170425,1776,5328200,165,234,203,0,95,18,0,0,0,0,0,0,0,0,70,0,588,0,0,0,0,0,0,0,0,94,0,2895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170426,1778,5333800,169,112,96,0,98,16,0,0,0,0,0,0,0,0,73,0,613,0,0,0,0,0,0,0,0,96,0,2957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170427,1782,5346400,178,220,88,0,102,15,0,0,0,0,0,0,0,0,75,0,630,0,0,0,0,0,0,0,0,102,0,3142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170428,1784,5353400,183,454,174,0,105,17,0,0,0,0,0,0,0,0,78,0,655,0,0,0,0,0,0,0,0,104,0,3203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170429,1788,5364600,191,591,546,0,109,20,0,0,0,0,0,0,0,0,81,0,680,0,0,0,0,0,0,0,0,108,0,3326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170430,1792,5375800,199,71,23,0,115,19,0,0,0,0,0,0,0,0,84,0,706,0,0,0,0,0,0,0,0,114,0,3511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170501,1795,5384200,205,31,19,0,118,19,0,0,0,0,0,0,0,0,88,0,739,0,0,0,0,0,0,0,0,118,0,3634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170502,1798,5394000,212,34,25,0,122,19,0,0,0,0,0,0,0,0,91,0,764,0,0,0,0,0,0,0,0,120,0,3696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170503,1801,5403800,219,15,2,0,127,22,0,0,0,0,0,0,0,0,93,0,781,0,0,0,0,0,0,0,0,126,0,3881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170504,1805,5415000,227,279,272,0,131,23,0,0,0,0,0,0,0,0,97,0,815,0,0,0,0,0,0,0,0,130,0,4004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170505,1809,5426200,235,85,0,0,136,21,0,0,0,0,0,0,0,0,100,0,840,0,0,0,0,0,0,0,0,134,0,4127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170506,1811,5431800,239,153,8,0,137,22,0,0,0,0,0,0,0,0,102,0,857,0,0,0,0,0,0,0,0,136,0,4189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170507,1815,5444400,248,23,16,0,144,23,0,0,0,0,0,0,0,0,106,0,890,0,0,0,0,0,0,0,0,142,0,4374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170508,1818,5452800,254,176,23,0,144,22,0,0,0,0,0,0,0,0,109,0,916,0,0,0,0,0,0,0,0,144,0,4435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170509,1821,5462600,261,118,38,0,149,25,0,0,0,0,0,0,0,0,111,0,932,0,0,0,0,0,0,0,0,148,0,4558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170510,1824,5471000,267,135,98,0,153,25,0,0,0,0,0,0,0,0,115,0,966,0,0,0,0,0,0,0,0,152,0,4682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170511,1828,5483600,276,40,17,0,159,24,0,0,0,0,0,0,0,0,117,0,983,0,0,0,0,0,0,0,0,158,0,4866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170512,1831,5493400,283,91,24,0,162,24,0,0,0,0,0,0,0,0,120,0,1008,0,0,0,0,0,0,0,0,162,0,4990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170513,1835,5504600,291,56,41,0,167,25,0,0,0,0,0,0,0,0,124,0,1042,0,0,0,0,0,0,0,0,166,0,5113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170514,1838,5514400,298,39,34,0,171,26,0,0,0,0,0,0,0,0,127,0,1067,0,0,0,0,0,0,0,0,170,0,5236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170515,1840,5520000,302,87,31,0,173,28,0,0,0,0,0,0,0,0,129,0,1084,0,0,0,0,0,0,0,0,172,0,5298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170516,1843,5529800,309,196,170,0,177,28,0,0,0,0,0,0,0,0,132,0,1109,0,0,0,0,0,0,0,0,176,0,5421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170517,1847,5541000,317,148,8,0,182,29,0,0,0,0,0,0,0,0,135,0,1134,0,0,0,0,0,0,0,0,180,0,5544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170518,1850,5549400,323,219,175,0,185,29,0,0,0,0,0,0,0,0,138,0,1159,0,0,0,0,0,0,0,0,184,0,5667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170519,1854,5560600,331,214,30,0,190,28,0,0,0,0,0,0,0,0,142,0,1193,0,0,0,0,0,0,0,0,190,0,5852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170520,1857,5570400,338,95,30,0,193,30,0,0,0,0,0,0,0,0,145,0,1218,0,0,0,0,0,0,0,0,192,0,5914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170521,1861,5581600,346,40,33,0,199,32,0,0,0,0,0,0,0,0,147,0,1235,0,0,0,0,0,0,0,0,198,0,6098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170522,1863,5590000,352,49,38,0,202,32,0,0,0,0,0,0,0,0,150,0,1260,0,0,0,0,0,0,0,0,202,0,6222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170523,1867,5601200,360,167,68,0,206,31,0,0,0,0,0,0,0,0,153,0,1285,0,0,0,0,0,0,0,0,206,0,6345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170524,1870,5611000,367,320,189,0,211,35,0,0,0,0,0,0,0,0,157,0,1319,0,0,0,0,0,0,0,0,210,0,6468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170525,1873,5619400,373,253,108,0,214,33,0,0,0,0,0,0,0,0,160,0,1344,0,0,0,0,0,0,0,0,214,0,6591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170526,1876,5627800,379,244,108,0,218,34,0,0,0,0,0,0,0,0,162,0,1361,0,0,0,0,0,0,0,0,218,0,6714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170527,1881,5641800,389,354,280,0,224,36,0,0,0,0,0,0,0,0,166,0,1394,0,0,0,0,0,0,0,0,222,0,6838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170528,1883,5648800,394,35,1,0,226,35,0,0,0,0,0,0,0,0,168,0,1411,0,0,0,0,0,0,0,0,226,0,6961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170529,1886,5658600,401,181,157,0,229,38,0,0,0,0,0,0,0,0,172,0,1445,0,0,0,0,0,0,0,0,228,0,7022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170530,1889,5668400,408,53,48,0,235,37,0,0,0,0,0,0,0,0,174,0,1462,0,0,0,0,0,0,0,0,234,0,7207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170531,1894,5681000,417,211,199,0,239,39,0,0,0,0,0,0,0,0,178,0,1495,0,0,0,0,0,0,0,0,238,0,7330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170601,1896,5688000,422,97,90,0,242,39,0,0,0,0,0,0,0,0,180,0,1512,0,0,0,0,0,0,0,0,242,0,7454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170602,1900,5699200,430,85,80,0,247,39,0,0,0,0,0,0,0,0,184,0,1546,0,0,0,0,0,0,0,0,246,0,7577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170603,1903,5709000,437,299,37,0,252,38,0,0,0,0,0,0,0,0,187,0,1571,0,0,0,0,0,0,0,0,250,0,7700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170604,1906,5717400,443,12,0,0,255,41,0,0,0,0,0,0,0,0,189,0,1588,0,0,0,0,0,0,0,0,254,0,7823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170605,1910,5728600,451,240,86,0,258,42,0,0,0,0,0,0,0,0,193,0,1621,0,0,0,0,0,0,0,0,258,0,7946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170606,1912,5737000,457,153,116,0,261,42,0,0,0,0,0,0,0,0,196,0,1646,0,0,0,0,0,0,0,0,260,0,8008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170607,1916,5746800,464,344,92,0,265,44,0,0,0,0,0,0,0,0,199,0,1672,0,0,0,0,0,0,0,0,264,0,8131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170608,1919,5758000,472,148,121,0,270,44,0,0,0,0,0,0,0,0,202,0,1697,0,0,0,0,0,0,0,0,270,0,8316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170609,1922,5766400,478,169,52,0,274,43,0,0,0,0,0,0,0,0,205,0,1722,0,0,0,0,0,0,0,0,272,0,8378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170610,1925,5776200,485,92,34,0,277,44,0,0,0,0,0,0,0,0,208,0,1747,0,0,0,0,0,0,0,0,276,0,8501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170611,1929,5786000,492,64,47,0,283,42,0,0,0,0,0,0,0,0,210,0,1764,0,0,0,0,0,0,0,0,282,0,8686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170612,1931,5793000,497,117,17,0,285,45,0,0,0,0,0,0,0,0,213,0,1789,0,0,0,0,0,0,0,0,284,0,8747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170613,1935,5805600,506,561,421,0,288,47,0,0,0,0,0,0,0,0,217,0,1823,0,0,0,0,0,0,0,0,288,0,8870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170614,1938,5815400,513,91,29,0,294,46,0,0,0,0,0,0,0,0,219,0,1840,0,0,0,0,0,0,0,0,292,0,8994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170615,1942,5826600,521,6,2,0,299,45,0,0,0,0,0,0,0,0,222,0,1865,0,0,0,0,0,0,0,0,298,0,9178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170616,1945,5836400,528,263,152,1493333,303,48,0,0,0,0,0,0,0,0,225,0,1890,0,0,0,0,0,0,0,0,302,0,9302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170617,1949,5846200,535,575,59,1493333,306,47,0,0,0,0,0,0,0,0,229,0,1924,0,0,0,0,0,0,0,0,306,0,9425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170618,1952,5854600,541,27,5,1493333,311,50,0,0,0,0,0,0,0,0,231,0,1940,0,0,0,0,0,0,0,0,310,0,9548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170619,1955,5864400,548,331,243,1493333,313,49,417.2857143,184694.7143,640000,209262.5714,113.8571429,192020.1584,142371.0252,88,689,234,5788,210056.4835,393707.4286,760.8571429,71375.15099,0,0,0,0,312,0,9610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170620,1959,5875600,556,454,81,1493333,319,50,417.2857143,184694.7143,640000,209262.5714,113.8571429,192020.1584,142371.0252,88,689,237,5788,210056.4835,393707.4286,760.8571429,71375.15099,0,0,0,0,318,0,9794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170621,1961,5884000,562,281,269,1493333,321,49,417.2857143,184694.7143,640000,209262.5714,113.8571429,192020.1584,142371.0252,88,689,241,5788,210056.4835,393707.4286,760.8571429,71375.15099,0,0,0,0,320,0,9856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170622,1965,5895200,570,295,170,1493333,327,51,417.2857143,184694.7143,640000,209262.5714,113.8571429,192020.1584,142371.0252,88,689,244,5788,210056.4835,393707.4286,760.8571429,71375.15099,0,0,0,0,326,0,10041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170623,1968,5903600,576,162,66,1493333,329,53,417.2857143,184694.7143,640000,209262.5714,113.8571429,192020.1584,142371.0252,88,689,247,5788,210056.4835,393707.4286,760.8571429,71375.15099,0,0,0,0,328,0,10102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170624,1972,5914800,584,454,98,0,335,51,417.2857143,184694.7143,640000,209262.5714,113.8571429,192020.1584,142371.0252,88,689,249,5788,210056.4835,393707.4286,760.8571429,71375.15099,0,0,0,0,334,0,10287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170625,1975,5924600,591,35,18,0,339,51,417.2857143,184694.7143,640000,209262.5714,113.8571429,192020.1584,142371.0252,88,689,252,5788,210056.4835,393707.4286,760.8571429,71375.15099,0,0,0,0,338,0,10410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170626,1978,5933000,597,22,21,0,341,52,0,0,0,0,0,0,0,0,255,0,2142,0,0,0,0,0,0,0,0,340,0,10472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170627,1981,5944200,605,135,102,0,346,55,0,0,0,0,0,0,0,0,259,0,2176,0,0,0,0,0,0,0,0,346,0,10657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170628,1985,5954000,612,85,70,0,350,56,0,0,0,0,0,0,0,0,262,0,2201,0,0,0,0,0,0,0,0,350,0,10780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170629,1988,5965200,620,138,48,0,355,55,0,0,0,0,0,0,0,0,265,0,2226,0,0,0,0,0,0,0,0,354,0,10903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170630,1992,5975000,627,39,32,0,359,56,0,0,0,0,0,0,0,0,267,0,2243,0,0,0,0,0,0,0,0,358,0,11026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170701,1994,5983400,633,202,32,0,363,57,0,0,0,0,0,0,0,0,270,0,2268,0,0,0,0,0,0,0,0,362,0,11150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170702,1997,5991800,639,86,19,0,366,58,0,0,0,0,0,0,0,0,274,0,2302,0,0,0,0,0,0,0,0,366,0,11273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170703,2001,6003000,647,344,139,0,371,56,384.7142857,183270.4016,640000,0,0,0,0,0,276,0,2318,0,0,0,0,0,0,0,0,370,0,11396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170704,2003,6010000,652,80,22,0,373,57,384.7142857,183270.4016,640000,0,0,0,0,0,279,0,2344,0,0,0,0,0,0,0,0,372,0,11458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170705,2008,6022600,661,77,1,0,378,60,384.7142857,183270.4016,640000,0,0,0,0,0,282,0,2369,0,0,0,0,0,0,0,0,378,0,11642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170706,2010,6029600,666,290,55,0,381,58,384.7142857,183270.4016,640000,0,0,0,0,0,286,0,2402,0,0,0,0,0,0,0,0,380,0,11704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170707,2014,6042200,675,307,66,0,386,58,384.7142857,183270.4016,640000,0,0,0,0,0,289,0,2428,0,0,0,0,0,0,0,0,384,0,11827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170708,2016,6049200,680,291,226,0,389,61,384.7142857,183270.4016,640000,0,0,0,0,0,292,0,2453,0,0,0,0,0,0,0,0,388,0,11950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170709,2020,6060400,688,57,38,0,394,59,384.7142857,183270.4016,640000,0,0,0,0,0,294,0,2470,0,0,0,0,0,0,0,0,394,0,12135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170710,2023,6070200,695,215,104,0,398,63,0,0,0,0,0,0,0,0,298,0,2503,0,0,0,0,0,0,0,0,398,0,12258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170711,2027,6080000,702,831,143,0,402,62,0,0,0,0,0,0,0,0,300,0,2520,0,0,0,0,0,0,0,0,402,0,12382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170712,2030,6089800,709,245,50,0,406,64,0,0,0,0,0,0,0,0,304,0,2554,0,0,0,0,0,0,0,0,404,0,12443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170713,2033,6098200,715,4,2,0,409,62,0,0,0,0,0,0,0,0,307,0,2579,0,0,0,0,0,0,0,0,408,0,12566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170714,2037,6112200,725,784,383,0,416,63,0,0,0,0,0,0,0,0,309,0,2596,0,0,0,0,0,0,0,0,414,0,12751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170715,2039,6116400,728,720,524,0,416,63,0,0,0,0,0,0,0,0,312,0,2621,0,0,0,0,0,0,0,0,416,0,12813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170716,2043,6130400,738,60,15,0,423,65,0,0,0,0,0,0,0,0,316,0,2654,0,0,0,0,0,0,0,0,422,0,12998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170717,2047,6140200,745,440,75,0,427,67,0,0,0,0,0,0,0,0,319,0,2680,0,0,0,0,0,0,0,0,426,0,13121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170718,2050,6148600,751,282,11,0,429,68,0,0,0,0,0,0,0,0,322,0,2705,0,0,0,0,0,0,0,0,428,0,13182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170719,2053,6159800,759,492,232,0,435,67,0,0,0,0,0,0,0,0,324,0,2722,0,0,0,0,0,0,0,0,434,0,13367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170720,2056,6166800,764,28,20,0,437,68,0,0,0,0,0,0,0,0,327,0,2747,0,0,0,0,0,0,0,0,436,0,13429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170721,2060,6179400,773,198,135,0,443,69,0,0,0,0,0,0,0,0,330,0,2772,0,0,0,0,0,0,0,0,442,0,13614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170722,2063,6189200,780,318,301,0,447,68,0,0,0,0,0,0,0,0,333,0,2797,0,0,0,0,0,0,0,0,446,0,13737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170723,2065,6196200,785,23,4,0,449,71,0,0,0,0,0,0,0,0,336,0,2822,0,0,0,0,0,0,0,0,448,0,13798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
