20170408,143,143000,45,326,197,0,27,7,0,0,0,0,0,0,0,0,18,0,540,0,0,0,0,0,0,0,0,26,0,2860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170409,151,151000,53,5,4,0,32,5,0,0,0,0,0,0,0,0,22,0,660,0,0,0,0,0,0,0,0,30,0,3300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170410,156,156000,58,240,237,0,34,8,0,0,0,0,0,0,0,0,24,0,720,0,0,0,0,0,0,0,0,34,0,3740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170411,162,162000,64,68,37,0,37,8,0,0,0,0,0,0,0,0,27,0,810,0,0,0,0,0,0,0,0,36,0,3960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170412,171,171000,73,66,1,0,43,8,0,0,0,0,0,0,0,0,31,0,930,0,0,0,0,0,0,0,0,42,0,4620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170413,178,178000,80,32,16,0,46,7,0,0,0,0,0,0,0,0,34,0,1020,0,0,0,0,0,0,0,0,44,0,4840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170414,186,186000,88,214,192,16100000,51,11,0,0,0,0,0,0,0,0,37,0,1110,0,0,0,0,0,0,0,0,50,0,5500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170415,190,190000,92,201,61,16100000,53,11,0,0,0,0,0,0,0,0,40,0,1200,0,0,0,0,0,0,0,0,52,0,5720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170416,199,199000,101,62,15,16100000,57,11,0,0,0,0,0,0,0,0,43,0,1290,0,0,0,0,0,0,0,0,58,0,6380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170417,207,207000,109,135,93,16100000,63,11,0,0,0,0,0,0,0,0,46,0,1380,0,0,0,0,0,0,0,0,62,0,6820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170418,212,212000,114,116,62,16100000,65,13,0,0,0,0,0,0,0,0,49,0,1470,0,0,0,0,0,0,0,0,64,0,7040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170419,221,221000,123,49,25,16100000,70,13,0,0,0,0,0,0,0,0,52,0,1560,0,0,0,0,0,0,0,0,70,0,7700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170420,227,227000,129,178,67,16100000,73,13,0,0,0,0,0,0,0,0,55,0,1650,0,0,0,0,0,0,0,0,74,0,8140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170421,232,232000,134,185,104,16100000,77,12,0,0,0,0,0,0,0,0,57,0,1710,0,0,0,0,0,0,0,0,76,0,8360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170422,239,239000,141,167,85,16100000,81,13,0,0,0,0,0,0,0,0,61,0,1830,0,0,0,0,0,0,0,0,80,0,8800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170423,246,246000,148,1,0,16100000,85,14,0,0,0,0,0,0,0,0,64,0,1920,0,0,0,0,0,0,0,0,84,0,9240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170424,256,256000,158,186,59,0,92,14,0,0,0,0,0,0,0,0,66,0,1980,0,0,0,0,0,0,0,0,90,0,9900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170425,263,263000,165,234,203,0,95,18,0,0,0,0,0,0,0,0,70,0,2100,0,0,0,0,0,0,0,0,94,0,10340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170426,267,267000,169,112,96,0,98,16,0,0,0,0,0,0,0,0,73,0,2190,0,0,0,0,0,0,0,0,96,0,10560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170427,276,276000,178,220,88,0,102,15,0,0,0,0,0,0,0,0,75,0,2250,0,0,0,0,0,0,0,0,102,0,11220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170428,281,281000,183,454,174,0,105,17,0,0,0,0,0,0,0,0,78,0,2340,0,0,0,0,0,0,0,0,104,0,11440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170429,289,289000,191,591,546,0,109,20,0,0,0,0,0,0,0,0,81,0,2430,0,0,0,0,0,0,0,0,108,0,11880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170430,297,297000,199,71,23,0,115,19,0,0,0,0,0,0,0,0,84,0,2520,0,0,0,0,0,0,0,0,114,0,12540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170501,303,303000,205,31,19,0,118,19,0,0,0,0,0,0,0,0,88,0,2640,0,0,0,0,0,0,0,0,118,0,12980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170502,310,310000,212,34,25,0,122,19,0,0,0,0,0,0,0,0,91,0,2730,0,0,0,0,0,0,0,0,120,0,13200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170503,317,317000,219,15,2,0,127,22,0,0,0,0,0,0,0,0,93,0,2790,0,0,0,0,0,0,0,0,126,0,13860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170504,325,325000,227,279,272,0,131,23,0,0,0,0,0,0,0,0,97,0,2910,0,0,0,0,0,0,0,0,130,0,14300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170505,333,333000,235,85,0,0,136,21,0,0,0,0,0,0,0,0,100,0,3000,0,0,0,0,0,0,0,0,134,0,14740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170506,337,337000,239,153,8,0,137,22,0,0,0,0,0,0,0,0,102,0,3060,0,0,0,0,0,0,0,0,136,0,14960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170507,346,346000,248,23,16,0,144,23,0,0,0,0,0,0,0,0,106,0,3180,0,0,0,0,0,0,0,0,142,0,15620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170508,352,352000,254,176,23,0,144,22,0,0,0,0,0,0,0,0,109,0,3270,0,0,0,0,0,0,0,0,144,0,15840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170509,359,359000,261,118,38,0,149,25,0,0,0,0,0,0,0,0,111,0,3330,0,0,0,0,0,0,0,0,148,0,16280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170510,365,365000,267,135,98,0,153,25,0,0,0,0,0,0,0,0,115,0,3450,0,0,0,0,0,0,0,0,152,0,16720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170511,374,374000,276,40,17,0,159,24,0,0,0,0,0,0,0,0,117,0,3510,0,0,0,0,0,0,0,0,158,0,17380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170512,381,381000,283,91,24,0,162,24,0,0,0,0,0,0,0,0,120,0,3600,0,0,0,0,0,0,0,0,162,0,17820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170513,389,389000,291,56,41,0,167,25,0,0,0,0,0,0,0,0,124,0,3720,0,0,0,0,0,0,0,0,166,0,18260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170514,396,396000,298,39,34,0,171,26,0,0,0,0,0,0,0,0,127,0,3810,0,0,0,0,0,0,0,0,170,0,18700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170515,400,400000,302,87,31,0,173,28,0,0,0,0,0,0,0,0,129,0,3870,0,0,0,0,0,0,0,0,172,0,18920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170516,407,407000,309,196,170,0,177,28,0,0,0,0,0,0,0,0,132,0,3960,0,0,0,0,0,0,0,0,176,0,19360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170517,415,415000,317,148,8,0,182,29,0,0,0,0,0,0,0,0,135,0,4050,0,0,0,0,0,0,0,0,180,0,19800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170518,421,421000,323,219,175,0,185,29,0,0,0,0,0,0,0,0,138,0,4140,0,0,0,0,0,0,0,0,184,0,20240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170519,429,429000,331,214,30,0,190,28,0,0,0,0,0,0,0,0,142,0,4260,0,0,0,0,0,0,0,0,190,0,20900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170520,436,436000,338,95,30,0,193,30,0,0,0,0,0,0,0,0,145,0,4350,0,0,0,0,0,0,0,0,192,0,21120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170521,444,444000,346,40,33,0,199,32,0,0,0,0,0,0,0,0,147,0,4410,0,0,0,0,0,0,0,0,198,0,21780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170522,450,450000,352,49,38,0,202,32,0,0,0,0,0,0,0,0,150,0,4500,0,0,0,0,0,0,0,0,202,0,22220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170523,458,458000,360,167,68,0,206,31,0,0,0,0,0,0,0,0,153,0,4590,0,0,0,0,0,0,0,0,206,0,22660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170524,465,465000,367,320,189,0,211,35,0,0,0,0,0,0,0,0,157,0,4710,0,0,0,0,0,0,0,0,210,0,23100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170525,471,471000,373,253,108,0,214,33,0,0,0,0,0,0,0,0,160,0,4800,0,0,0,0,0,0,0,0,214,0,23540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170526,477,477000,379,244,108,0,218,34,0,0,0,0,0,0,0,0,162,0,4860,0,0,0,0,0,0,0,0,218,0,23980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170527,487,487000,389,354,280,0,224,36,0,0,0,0,0,0,0,0,166,0,4980,0,0,0,0,0,0,0,0,222,0,24420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170528,492,492000,394,35,1,0,226,35,0,0,0,0,0,0,0,0,168,0,5040,0,0,0,0,0,0,0,0,226,0,24860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170529,499,499000,401,181,157,0,229,38,0,0,0,0,0,0,0,0,172,0,5160,0,0,0,0,0,0,0,0,228,0,25080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170530,506,506000,408,53,48,0,235,37,0,0,0,0,0,0,0,0,174,0,5220,0,0,0,0,0,0,0,0,234,0,25740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170531,515,515000,417,211,199,0,239,39,0,0,0,0,0,0,0,0,178,0,5340,0,0,0,0,0,0,0,0,238,0,26180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170601,520,520000,422,97,90,0,242,39,0,0,0,0,0,0,0,0,180,0,5400,0,0,0,0,0,0,0,0,242,0,26620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170602,528,528000,430,85,80,0,247,39,0,0,0,0,0,0,0,0,184,0,5520,0,0,0,0,0,0,0,0,246,0,27060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170603,535,535000,437,299,37,0,252,38,0,0,0,0,0,0,0,0,187,0,5610,0,0,0,0,0,0,0,0,250,0,27500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170604,541,541000,443,12,0,0,255,41,0,0,0,0,0,0,0,0,189,0,5670,0,0,0,0,0,0,0,0,254,0,27940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170605,549,549000,451,240,86,0,258,42,0,0,0,0,0,0,0,0,193,0,5790,0,0,0,0,0,0,0,0,258,0,28380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170606,555,555000,457,153,116,0,261,42,0,0,0,0,0,0,0,0,196,0,5880,0,0,0,0,0,0,0,0,260,0,28600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170607,562,562000,464,344,92,0,265,44,0,0,0,0,0,0,0,0,199,0,5970,0,0,0,0,0,0,0,0,264,0,29040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170608,570,570000,472,148,121,0,270,44,0,0,0,0,0,0,0,0,202,0,6060,0,0,0,0,0,0,0,0,270,0,29700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170609,576,576000,478,169,52,0,274,43,0,0,0,0,0,0,0,0,205,0,6150,0,0,0,0,0,0,0,0,272,0,29920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170610,583,583000,485,92,34,0,277,44,0,0,0,0,0,0,0,0,208,0,6240,0,0,0,0,0,0,0,0,276,0,30360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170611,590,590000,492,64,47,0,283,42,0,0,0,0,0,0,0,0,210,0,6300,0,0,0,0,0,0,0,0,282,0,31020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170612,595,595000,497,117,17,0,285,45,0,0,0,0,0,0,0,0,213,0,6390,0,0,0,0,0,0,0,0,284,0,31240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170613,604,604000,506,561,421,0,288,47,0,0,0,0,0,0,0,0,217,0,6510,0,0,0,0,0,0,0,0,288,0,31680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170614,611,611000,513,91,29,0,294,46,0,0,0,0,0,0,0,0,219,0,6570,0,0,0,0,0,0,0,0,292,0,32120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170615,619,619000,521,6,2,0,299,45,0,0,0,0,0,0,0,0,222,0,6660,0,0,0,0,0,0,0,0,298,0,32780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170616,626,626000,528,263,152,20000000,303,48,0,0,0,0,0,0,0,0,225,0,6750,0,0,0,0,0,0,0,0,302,0,33220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170617,633,633000,535,575,59,20000000,306,47,0,0,0,0,0,0,0,0,229,0,6870,0,0,0,0,0,0,0,0,306,0,33660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170618,639,639000,541,27,5,20000000,311,50,0,0,0,0,0,0,0,0,231,0,6930,0,0,0,0,0,0,0,0,310,0,34100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170619,646,646000,548,331,243,20000000,313,49,417.2857143,184694.7143,571428.5714,209262.5714,113.8571429,192020.1584,142371.0252,88,689,234,20670,210056.4835,393707.4286,760.8571429,71375.15099,0,0,0,0,312,0,34320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170620,654,654000,556,454,81,20000000,319,50,417.2857143,184694.7143,571428.5714,209262.5714,113.8571429,192020.1584,142371.0252,88,689,237,20670,210056.4835,393707.4286,760.8571429,71375.15099,0,0,0,0,318,0,34980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170621,660,660000,562,281,269,20000000,321,49,417.2857143,184694.7143,571428.5714,209262.5714,113.8571429,192020.1584,142371.0252,88,689,241,20670,210056.4835,393707.4286,760.8571429,71375.15099,0,0,0,0,320,0,35200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170622,668,668000,570,295,170,20000000,327,51,417.2857143,184694.7143,571428.5714,209262.5714,113.8571429,192020.1584,142371.0252,88,689,244,20670,210056.4835,393707.4286,760.8571429,71375.15099,0,0,0,0,326,0,35860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170623,674,674000,576,162,66,20000000,329,53,417.2857143,184694.7143,571428.5714,209262.5714,113.8571429,192020.1584,142371.0252,88,689,247,20670,210056.4835,393707.4286,760.8571429,71375.15099,0,0,0,0,328,0,36080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170624,682,682000,584,454,98,0,335,51,417.2857143,184694.7143,571428.5714,209262.5714,113.8571429,192020.1584,142371.0252,88,689,249,20670,210056.4835,393707.4286,760.8571429,71375.15099,0,0,0,0,334,0,36740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170625,689,689000,591,35,18,0,339,51,417.2857143,184694.7143,571428.5714,209262.5714,113.8571429,192020.1584,142371.0252,88,689,252,20670,210056.4835,393707.4286,760.8571429,71375.15099,0,0,0,0,338,0,37180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170626,695,695000,597,22,21,0,341,52,0,0,0,0,0,0,0,0,255,0,7650,0,0,0,0,0,0,0,0,340,0,37400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170627,703,703000,605,135,102,0,346,55,0,0,0,0,0,0,0,0,259,0,7770,0,0,0,0,0,0,0,0,346,0,38060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170628,710,710000,612,85,70,0,350,56,0,0,0,0,0,0,0,0,262,0,7860,0,0,0,0,0,0,0,0,350,0,38500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170629,718,718000,620,138,48,0,355,55,0,0,0,0,0,0,0,0,265,0,7950,0,0,0,0,0,0,0,0,354,0,38940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170630,725,725000,627,39,32,0,359,56,0,0,0,0,0,0,0,0,267,0,8010,0,0,0,0,0,0,0,0,358,0,39380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170701,731,731000,633,202,32,0,363,57,0,0,0,0,0,0,0,0,270,0,8100,0,0,0,0,0,0,0,0,362,0,39820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170702,737,737000,639,86,19,0,366,58,0,0,0,0,0,0,0,0,274,0,8220,0,0,0,0,0,0,0,0,366,0,40260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170703,745,745000,647,344,139,0,371,56,384.7142857,183270.4016,571428.5714,0,0,0,0,0,276,0,8280,0,0,0,0,0,0,0,0,370,0,40700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170704,750,750000,652,80,22,0,373,57,384.7142857,183270.4016,571428.5714,0,0,0,0,0,279,0,8370,0,0,0,0,0,0,0,0,372,0,40920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170705,759,759000,661,77,1,0,378,60,384.7142857,183270.4016,571428.5714,0,0,0,0,0,282,0,8460,0,0,0,0,0,0,0,0,378,0,41580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170706,764,764000,666,290,55,0,381,58,384.7142857,183270.4016,571428.5714,0,0,0,0,0,286,0,8580,0,0,0,0,0,0,0,0,380,0,41800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170707,773,773000,675,307,66,0,386,58,384.7142857,183270.4016,571428.5714,0,0,0,0,0,289,0,8670,0,0,0,0,0,0,0,0,384,0,42240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170708,778,778000,680,291,226,0,389,61,384.7142857,183270.4016,571428.5714,0,0,0,0,0,292,0,8760,0,0,0,0,0,0,0,0,388,0,42680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170709,786,786000,688,57,38,0,394,59,384.7142857,183270.4016,571428.5714,0,0,0,0,0,294,0,8820,0,0,0,0,0,0,0,0,394,0,43340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170710,793,793000,695,215,104,0,398,63,0,0,0,0,0,0,0,0,298,0,8940,0,0,0,0,0,0,0,0,398,0,43780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170711,800,800000,702,831,143,0,402,62,0,0,0,0,0,0,0,0,300,0,9000,0,0,0,0,0,0,0,0,402,0,44220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170712,807,807000,709,245,50,0,406,64,0,0,0,0,0,0,0,0,304,0,9120,0,0,0,0,0,0,0,0,404,0,44440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170713,813,813000,715,4,2,0,409,62,0,0,0,0,0,0,0,0,307,0,9210,0,0,0,0,0,0,0,0,408,0,44880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170714,823,823000,725,784,383,0,416,63,0,0,0,0,0,0,0,0,309,0,9270,0,0,0,0,0,0,0,0,414,0,45540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170715,826,826000,728,720,524,0,416,63,0,0,0,0,0,0,0,0,312,0,9360,0,0,0,0,0,0,0,0,416,0,45760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170716,836,836000,738,60,15,0,423,65,0,0,0,0,0,0,0,0,316,0,9480,0,0,0,0,0,0,0,0,422,0,46420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170717,843,843000,745,440,75,0,427,67,0,0,0,0,0,0,0,0,319,0,9570,0,0,0,0,0,0,0,0,426,0,46860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170718,849,849000,751,282,11,0,429,68,0,0,0,0,0,0,0,0,322,0,9660,0,0,0,0,0,0,0,0,428,0,47080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170719,857,857000,759,492,232,0,435,67,0,0,0,0,0,0,0,0,324,0,9720,0,0,0,0,0,0,0,0,434,0,47740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170720,862,862000,764,28,20,0,437,68,0,0,0,0,0,0,0,0,327,0,9810,0,0,0,0,0,0,0,0,436,0,47960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170721,871,871000,773,198,135,0,443,69,0,0,0,0,0,0,0,0,330,0,9900,0,0,0,0,0,0,0,0,442,0,48620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170722,878,878000,780,318,301,0,447,68,0,0,0,0,0,0,0,0,333,0,9990,0,0,0,0,0,0,0,0,446,0,49060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170723,883,883000,785,23,4,0,449,71,0,0,0,0,0,0,0,0,336,0,10080,0,0,0,0,0,0,0,0,448,0,49280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170724,892,892000,794,612,57,0,454,71,0,0,0,0,0,0,0,0,340,0,10200,0,0,0,0,0,0,0,0,454,0,49940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
